Module;Offered;Group;Language;Activity;Day;Start;End;Venue;Campus;Study Prog
ABR311;S1;G01;E;L1;Tuesday;13:30;14:30;HB 4-3;HATFIELD;
ABR311;S1;G01;E;L2;Thursday;08:30;09:30;Law building 1-54;HATFIELD;
ABR311;S1;G01;E;T1;Friday;12:30;13:30;Law building 1-54;HATFIELD;
ABR410;S1;G01;E;L1;Tuesday;07:30;09:30;Centenary 6;HATFIELD;
ABR410;S1;G02;E;L1;Thursday;08:30;10:30;vd Bijl hall;HATFIELD;
ABV320;S2;G01;E;L1;Monday;08:30;09:30;Roos hall;HATFIELD;
ABV320;S2;G01;E;L2;Tuesday;10:30;12:30;Roos hall;HATFIELD;
AFR110;S1;G01;A;B1;Tuesday;14:30;16:30;HB 4-5;HATFIELD;
AFR110;S1;G01;A;L1;Monday;11:30;13:30;HB 4-7;HATFIELD;
AFR110;S1;G51;A;L1;Wednesday;15:30;17:30;Aldoel Bld 3-25;GROENKLOOF;
AFR110;S1;G51;A;P1;Friday;09:30;11:30;Aldoel Bld 3-25;GROENKLOOF;
AFR114;S1;G01;A;L1;Tuesday;12:30;13:30;HB 1-7;HATFIELD;
AFR114;S1;G01;A;L2;Thursday;11:30;12:30;HB 1-7;HATFIELD;
AFR120;S2;G01;A;B1;Thursday;15:30;17:30;HB 4-5;HATFIELD;
AFR120;S2;G01;A;L1;Monday;13:30;15:30;HB 4-9;HATFIELD;
AFR120;S2;G51;A;L1;Monday;08:30;10:30;Aldoel Bld 2-89/90;GROENKLOOF;
AFR120;S2;G51;A;P1;Friday;07:30;09:30;Aldoel Bld 3-25;GROENKLOOF;
AFR210;S1;G01;A;L1;Tuesday;09:30;10:30;HB 4-5;HATFIELD;
AFR210;S1;G01;A;L2;Thursday;09:30;10:30;HB 3-14;HATFIELD;
AFR214;S1;G01;A;D1;Thursday;15:30;17:30;HB 4-5;HATFIELD;
AFR214;S1;G01;A;L1;Monday;14:30;16:30;HB 4-16;HATFIELD;
AFR214;S1;G51;A;D1;Friday;11:30;13:30;Lecture Theatre L2;GROENKLOOF;
AFR214;S1;G51;A;L1;Wednesday;11:30;13:30;Lecture Theatre L2;GROENKLOOF;
AFR220;S2;G01;A;D1;Thursday;14:30;16:30;HB 1-4;HATFIELD;
AFR220;S2;G01;A;L1;Monday;15:30;17:30;HB 1-12;HATFIELD;
AFR220;S2;G51;A;D1;Friday;11:30;13:30;Aldoel Bld 2-87/88;GROENKLOOF;
AFR220;S2;G51;A;L1;Wednesday;14:30;16:30;Aldoel Bld 2-87/88;GROENKLOOF;
AFR311;S1;G01;A;D1;Thursday;15:30;17:30;HB 1-10;HATFIELD;
AFR311;S1;G01;A;L1;Tuesday;13:30;15:30;HB 1-10;HATFIELD;
AFR321;S2;G01;A;D1;Thursday;07:30;09:30;HB 1-7;HATFIELD;
AFR321;S2;G01;A;L1;Wednesday;13:30;15:30;HB 1-12;HATFIELD;
AFR358;S1;G01;A;D1;Thursday;08:30;09:30;HB 2-15;HATFIELD;
AFR358;S1;G01;A;L1;Wednesday;13:30;15:30;HB 2-15;HATFIELD;
AFT121;S2;G01;E;L1;Monday;09:30;10:30;HB 3-14;HATFIELD;
AFT121;S2;G01;E;L1;Monday;09:30;10:30;HB 4-5;HATFIELD;
AFT121;S2;G01;E;L1;Monday;09:30;10:30;HB 4-6;HATFIELD;
AFT121;S2;G01;E;L1;Monday;09:30;10:30;HB 4-7;HATFIELD;
AFT121;S2;G01;E;L2;Thursday;12:30;13:30;HB 3-15;HATFIELD;
AFT121;S2;G01;E;L2;Thursday;12:30;13:30;HB 3-24;HATFIELD;
AFT121;S2;G01;E;L2;Thursday;12:30;13:30;HB 4-7;HATFIELD;
AFT121;S2;G01;E;L2;Thursday;12:30;13:30;HB 4-8;HATFIELD;
AFT121;S2;G51;E;L1;Monday;16:30;17:30;Aldoel 2;GROENKLOOF;
AFT121;S2;G51;E;L1;Monday;16:30;17:30;Aldoel 3;GROENKLOOF;
AFT121;S2;G51;E;L1;Monday;16:30;17:30;Aldoel Bld 2-83/84;GROENKLOOF;
AFT121;S2;G51;E;L1;Monday;16:30;17:30;Aldoel Bld 2-89/90;GROENKLOOF;
AFT121;S2;G51;E;L2;Wednesday;10:30;11:30;Aldoel 2;GROENKLOOF;
AFT121;S2;G51;E;L2;Wednesday;10:30;11:30;Aldoel 3;GROENKLOOF;
AFT121;S2;G51;E;L2;Wednesday;10:30;11:30;Aldoel Bld 2-89/90;GROENKLOOF;
AFT121;S2;G51;E;L2;Wednesday;10:30;11:30;Aldoel Bld 3-12;GROENKLOOF;
AFT220;S2;G01;E;L1;Monday;10:30;11:30;HB 3-23;HATFIELD;
AFT220;S2;G01;E;L1;Monday;10:30;11:30;HB 3-24;HATFIELD;
AFT220;S2;G01;E;L1;Monday;10:30;11:30;HB 4-14;HATFIELD;
AFT220;S2;G01;E;L1;Monday;10:30;11:30;HB 4-5;HATFIELD;
AFT220;S2;G01;E;L2;Thursday;14:30;15:30;HB 4-14;HATFIELD;
AFT220;S2;G01;E;L2;Thursday;14:30;15:30;HB 4-15;HATFIELD;
AFT220;S2;G01;E;L2;Thursday;14:30;15:30;HB 4-16;HATFIELD;
AFT220;S2;G01;E;L2;Thursday;14:30;15:30;HB 4-5;HATFIELD;
AFT220;S2;G51;E;L1;Monday;15:30;16:30;Lecture Theatre L1;GROENKLOOF;
AFT220;S2;G51;E;L1;Monday;15:30;16:30;Lecture Theatre L2;GROENKLOOF;
AFT220;S2;G51;E;L1;Monday;15:30;16:30;Lecture Theatre L3;GROENKLOOF;
AFT220;S2;G51;E;L1;Monday;15:30;16:30;Lecture Theatre L4;GROENKLOOF;
AFT220;S2;G51;E;L2;Thursday;08:30;09:30;Lecture Theatre L1;GROENKLOOF;
AFT220;S2;G51;E;L2;Thursday;08:30;09:30;Lecture Theatre L2;GROENKLOOF;
AFT220;S2;G51;E;L2;Thursday;08:30;09:30;Lecture Theatre L3;GROENKLOOF;
AFT220;S2;G51;E;L2;Thursday;08:30;09:30;Lecture Theatre L4;GROENKLOOF;
AFT320;S2;G01;E;L1;Wednesday;14:30;16:30;HB 3-14;HATFIELD;
AFT320;S2;G01;E;T1;Thursday;07:30;08:30;HB 3-24;HATFIELD;
AFT320;S2;G51;E;L1;Wednesday;14:30;16:30;Aldoel Bld 2-42;GROENKLOOF;
AFT320;S2;G51;E;L1;Wednesday;14:30;16:30;Aldoel Bld 2-83/84;GROENKLOOF;
AFT320;S2;G51;E;L1;Wednesday;14:30;16:30;Aldoel Bld 2-89/90;GROENKLOOF;
AFT320;S2;G51;E;L1;Wednesday;14:30;16:30;Aldoel Bld 3-26;GROENKLOOF;
AFT320;S2;G51;E;T1;Thursday;07:30;08:30;Aldoel Bld 2-42;GROENKLOOF;
AFT320;S2;G51;E;T1;Thursday;07:30;08:30;Aldoel Bld 2-83/84;GROENKLOOF;
AFT320;S2;G51;E;T1;Thursday;07:30;08:30;Aldoel Bld 2-87/88;GROENKLOOF;
AFT320;S2;G51;E;T1;Thursday;07:30;08:30;Aldoel Bld 2-89/90;GROENKLOOF;
AGF420;S2;G01;E;L1;Wednesday;11:30;13:30;HB 4-2;HATFIELD;
AGL110;S1;G01;E;L1;Tuesday;11:30;12:30;HB 4-9;HATFIELD;
AGL110;S1;G01;E;L2;Thursday;14:30;15:30;HB 4-1;HATFIELD;
AGL110;S1;T01;E;T1;Wednesday;10:30;11:30;HB 4-13;HATFIELD;
AGL110;S1;T02;E;T1;Wednesday;08:30;09:30;HB 4-13;HATFIELD;
AGL120;S2;G01;E;L1;Monday;08:30;09:30;HB 4-7;HATFIELD;
AGL120;S2;G01;E;L2;Thursday;09:30;10:30;HB 4-7;HATFIELD;
AGL120;S2;T01;E;T1;Tuesday;10:30;11:30;HB 3-14;HATFIELD;
AGL120;S2;T02;E;T1;Tuesday;09:30;10:30;HB 3-14;HATFIELD;
AGL210;S1;G01;E;L1;Monday;12:30;13:30;HB 4-15;HATFIELD;
AGL210;S1;G01;E;L2;Wednesday;10:30;11:30;HB 4-9;HATFIELD;
AGL210;S1;G01;E;T1;Monday;13:30;14:30;HB 4-15;HATFIELD;
AGL210;S1;G01;E;T2;Wednesday;11:30;12:30;HB 4-9;HATFIELD;
AGL220;S2;G01;E;L1;Monday;11:30;13:30;HB 4-3;HATFIELD;
AGL220;S2;G01;E;P1;Tuesday;14:30;16:30;HB 1-10;HATFIELD;
AGL310;S1;G01;E;L1;Wednesday;13:30;15:30;HB 1-7;HATFIELD;
AGL310;S1;G01;E;T1;Thursday;08:30;09:30;HB 1-7;HATFIELD;
AGL320;S2;G01;E;L1;Tuesday;09:30;11:30;HB 1-7;HATFIELD;
AGL320;S2;G01;E;P1;Friday;10:30;12:30;HB 1-7;HATFIELD;
AGR361;S2;G01;E;L1;Monday;09:30;11:30;Agric Science 5-24;HATFIELD;
AGR361;S2;G01;E;P1;Wednesday;14:30;17:30;Agric Science 5-24;HATFIELD;
AGR410;S1;G01;E;L1;Monday;12:30;13:30;Agric Science 5-11;HATFIELD;
AGR410;S1;G01;E;L2;Thursday;08:30;09:30;Agric Science 5-11;HATFIELD;
AGR410;S1;G01;E;P1;Thursday;14:30;17:30;Agric Science 5-11;HATFIELD;
AGR786;S1;G01;E;L1;Monday;12:30;13:30;Agric Science 5-11;HATFIELD;
AGR786;S1;G01;E;L2;Thursday;08:30;09:30;Agric Science 5-11;HATFIELD;
AGR786;S1;G01;E;P1;Thursday;14:30;17:30;Agric Science 5-11;HATFIELD;
AIM111;S1;G01;E;L1;Tuesday;07:30;09:30;Only Theology Students: Consult AIM Labs;HATFIELD;BDV1 BTH1 DIP1   
AIM111;S1;G101;E;P1;Monday;14:00;16:00;Mam IT Lab Yellow;MAMELODI;BMAT   
AIM111;S1;G102;E;P1;Monday;14:00;16:00;Mam IT Lab Green;MAMELODI;BMAT   
AIM111;S1;G103;E;P1;Thursday;10:00;12:00;Mam IT Lab Yellow;MAMELODI;BPHY   
AIM111;S1;G104;E;P1;Thursday;10:00;12:00;Mam IT Lab Green;MAMELODI;BPHY   
AIM111;S1;G107;E;P1;Wednesday;08:00;10:00;Mam IT Lab Blue;MAMELODI;BCOM   
AIM111;S1;G108;E;P1;Wednesday;08:00;10:00;Mam IT Lab Green;MAMELODI;BCOM   
AIM111;S1;G109;E;P1;Wednesday;08:00;10:00;Mam IT Lab Yellow;MAMELODI;BCOM   
AIM111;S1;G110;E;P1;Wednesday;15:00;17:00;Mam IT Lab Yellow;MAMELODI;BBIO   
AIM111;S1;G111;E;P1;Monday;14:00;16:00;Mam IT Lab Red;MAMELODI;BBIO   
AIM111;S1;G112;E;P1;Monday;12:00;14:00;Mam IT Lab Blue;MAMELODI;BBIO   
AIM111;S1;G113;E;P1;Monday;12:00;14:00;Mam IT Lab Green;MAMELODI;BBIO   
AIM121;S2;G01;E;L1;Tuesday;07:30;09:30;Only Theology Students: Consult AIM Labs;HATFIELD;BDV1 BTH1 DIP1   
AIM121;S2;G101;E;P1;Monday;11:00;13:00;Mam IT Lab Blue;MAMELODI;BMAT   
AIM121;S2;G102;E;P1;Monday;11:00;13:00;Mam IT Lab Green;MAMELODI;BMAT   
AIM121;S2;G103;E;P1;Wednesday;08:00;10:00;Mam IT Lab Yellow;MAMELODI;BPHY   
AIM121;S2;G104;E;P1;Wednesday;08:00;10:00;Mam IT Lab Blue;MAMELODI;BPHY   
AIM121;S2;G107;E;P1;Monday;15:00;17:00;Mam IT Lab Blue;MAMELODI;BCOM   
AIM121;S2;G108;E;P1;Monday;15:00;17:00;Mam IT Lab Yellow;MAMELODI;BCOM   
AIM121;S2;G109;E;P1;Monday;15:00;17:00;Mam IT Lab Green;MAMELODI;BCOM   
AIM121;S2;G110;E;P1;Wednesday;13:00;15:00;Mam IT Lab Blue;MAMELODI;BBIO   
AIM121;S2;G111;E;P1;Tuesday;12:00;14:00;Mam IT Lab Green;MAMELODI;BBIO   
AIM121;S2;G112;E;P1;Tuesday;08:00;10:00;Mam IT Lab Blue;MAMELODI;BBIO   
AIM121;S2;G113;E;P1;Tuesday;08:00;10:00;Mam IT Lab Green;MAMELODI;BBIO   
AIM121;S2;G116;E;P1;Monday;15:00;17:00;Mam IT Lab Red;MAMELODI;BCOM   
AKG110;S1;G01;E;L1;Monday;13:30;14:30;HB 4-6;HATFIELD;
AKG110;S1;G01;E;L2;Wednesday;12:30;13:30;HB 4-6;HATFIELD;
AKG120;S2;G01;E;L1;Monday;13:30;14:30;HB 4-7;HATFIELD;
AKG120;S2;G01;E;L2;Thursday;10:30;11:30;HB 4-7;HATFIELD;
AKG210;S1;G01;E;L1;Tuesday;13:30;14:30;HB 3-14;HATFIELD;
AKG210;S1;G01;E;L2;Thursday;13:30;14:30;HB 4-5;HATFIELD;
AKG220;S2;G01;E;L1;Tuesday;12:30;13:30;HB 4-5;HATFIELD;
AKG220;S2;G01;E;L2;Thursday;11:30;12:30;HB 4-5;HATFIELD;
AKG310;S1;G01;E;L1;Monday;12:30;13:30;HB 1-7;HATFIELD;
AKG310;S1;G01;E;L2;Wednesday;12:30;13:30;HB 1-10;HATFIELD;
AKG320;S2;G01;E;L1;Monday;14:30;15:30;HB 1-7;HATFIELD;
AKG320;S2;G01;E;L2;Friday;09:30;10:30;HB 1-7;HATFIELD;
ALL110;S1;G01;E;L1;Wednesday;08:30;09:30;HB 3-15;HATFIELD;BDV1 BTH1 DIP1   
ALL110;S1;G01;E;L1;Wednesday;08:30;09:30;HB 3-23;HATFIELD;
ALL110;S1;G01;E;L2;Friday;07:30;08:30;HB 3-15;HATFIELD;
ALL110;S1;G01;E;L2;Friday;07:30;08:30;HB 3-23;HATFIELD;
ALL110;S1;G02;E;L1;Monday;09:30;10:30;HB 4-13;HATFIELD;
ALL110;S1;G02;E;L2;Thursday;15:30;16:30;HB 4-13;HATFIELD;
ALL110;S1;G03;E;L1;Monday;11:30;12:30;HB 4-6;HATFIELD;
ALL110;S1;G03;E;L2;Thursday;12:30;13:30;HB 4-6;HATFIELD;
ALL110;S1;G04;E;L1;Tuesday;11:30;12:30;HB 4-13;HATFIELD;
ALL110;S1;G04;E;L2;Friday;13:30;14:30;HB 4-13;HATFIELD;
ALL120;S2;G01;E;L1;Monday;12:30;14:30;HB 3-14;HATFIELD;BDV1 BTH1 DIP1   
ALL120;S2;G01;E;L1;Monday;12:30;14:30;HB 3-15;HATFIELD;
ALL120;S2;G01;E;L1;Monday;12:30;14:30;HB 3-23;HATFIELD;
ALL121;S2;G01;E;L1;Monday;09:30;10:30;HB 3-15;HATFIELD;
ALL121;S2;G01;E;L2;Thursday;09:30;10:30;HB 3-15;HATFIELD;
ALL121;S2;G02;E;L1;Monday;09:30;10:30;HB 4-12;HATFIELD;
ALL121;S2;G02;E;L2;Thursday;09:30;10:30;HB 4-12;HATFIELD;
ALL121;S2;G03;E;L1;Tuesday;08:30;09:30;HB 4-15;HATFIELD;
ALL121;S2;G03;E;L2;Thursday;08:30;09:30;HB 4-15;HATFIELD;
ALL121;S2;G04;E;L1;Tuesday;08:30;09:30;HB 4-14;HATFIELD;
ALL121;S2;G04;E;L2;Thursday;08:30;09:30;HB 4-14;HATFIELD;
ALL121;S2;G05;E;L1;Monday;07:30;08:30;HB 4-14;HATFIELD;
ALL121;S2;G05;E;L2;Wednesday;09:30;10:30;HB 4-14;HATFIELD;
ALL121;S2;G06;E;L1;Tuesday;09:30;10:30;IT 4-4;HATFIELD;
ALL121;S2;G06;E;L2;Friday;13:30;14:30;IT 4-4;HATFIELD;
ALL121;S2;G07;E;L1;Tuesday;09:30;10:30;HB 4-15;HATFIELD;
ALL121;S2;G07;E;L2;Friday;13:30;14:30;HB 4-15;HATFIELD;
ALL121;S2;G08;E;L1;Tuesday;08:30;09:30;HB 4-6;HATFIELD;
ALL121;S2;G08;E;L2;Thursday;08:30;09:30;HB 4-7;HATFIELD;
ALL124;S2;G01;E;L1;Monday;08:30;09:30;HB 4-8;HATFIELD;
ALL124;S2;G01;E;L2;Wednesday;08:30;09:30;HB 4-8;HATFIELD;
ALL124;S2;G02;E;L1;Monday;08:30;09:30;HB 4-15;HATFIELD;
ALL124;S2;G02;E;L2;Wednesday;08:30;09:30;HB 4-15;HATFIELD;
ALL124;S2;G03;E;L1;Monday;13:30;14:30;HB 4-13;HATFIELD;
ALL124;S2;G03;E;L2;Wednesday;12:30;13:30;HB 4-14;HATFIELD;
ALL124;S2;G04;E;L1;Monday;13:30;14:30;HB 4-8;HATFIELD;
ALL124;S2;G04;E;L2;Wednesday;12:30;13:30;HB 4-8;HATFIELD;
ALL124;S2;G05;E;L1;Monday;13:30;14:30;HB 4-6;HATFIELD;
ALL124;S2;G05;E;L2;Wednesday;12:30;13:30;HB 4-6;HATFIELD;
ALL124;S2;G06;E;L1;Tuesday;07:30;08:30;HB 4-6;HATFIELD;
ALL124;S2;G06;E;L2;Thursday;09:30;10:30;HB 4-6;HATFIELD;
ALL124;S2;G07;E;L1;Tuesday;10:30;11:30;HB 4-6;HATFIELD;
ALL124;S2;G07;E;L2;Friday;13:30;14:30;HB 4-6;HATFIELD;
ALL124;S2;G08;E;L1;Tuesday;10:30;11:30;HB 4-8;HATFIELD;
ALL124;S2;G08;E;L2;Friday;13:30;14:30;HB 4-8;HATFIELD;
ALL124;S2;G09;E;L1;Tuesday;09:30;10:30;HB 4-13;HATFIELD;
ALL124;S2;G09;E;L2;Thursday;11:30;12:30;HB 4-13;HATFIELD;
ALL124;S2;G10;E;L1;Tuesday;09:30;10:30;HB 4-6;HATFIELD;
ALL124;S2;G10;E;L2;Thursday;11:30;12:30;HB 4-6;HATFIELD;
ALL124;S2;G11;E;L1;Tuesday;09:30;10:30;HB 4-12;HATFIELD;
ALL124;S2;G11;E;L2;Thursday;11:30;12:30;HB 4-12;HATFIELD;
ALL124;S2;G12;E;L1;Tuesday;12:30;13:30;HB 4-8;HATFIELD;
ALL124;S2;G12;E;L2;Wednesday;16:30;17:30;HB 4-8;HATFIELD;
ALL124;S2;G13;E;L1;Tuesday;12:30;13:30;HB 4-15;HATFIELD;
ALL124;S2;G13;E;L2;Wednesday;16:30;17:30;HB 4-15;HATFIELD;
ALL124;S2;G14;E;L1;Tuesday;09:30;10:30;HB 4-9;HATFIELD;
ALL124;S2;G14;E;L2;Thursday;11:30;12:30;HB 4-9;HATFIELD;
ALL125;S2;G01;E;L1;Monday;07:30;08:30;HB 3-15;HATFIELD;
ALL125;S2;G01;E;L2;Thursday;11:30;12:30;HB 3-15;HATFIELD;
ALL125;S2;G02;E;L1;Monday;09:30;10:30;HB 3-23;HATFIELD;
ALL125;S2;G02;E;L2;Wednesday;10:30;11:30;HB 3-23;HATFIELD;
ALL125;S2;G03;E;L1;Tuesday;14:30;15:30;HB 4-15;HATFIELD;
ALL125;S2;G03;E;L2;Wednesday;15:30;16:30;HB 4-15;HATFIELD;
ALL125;S2;G04;E;L1;Tuesday;07:30;08:30;HB 4-12;HATFIELD;
ALL125;S2;G04;E;L2;Friday;12:30;13:30;HB 4-12;HATFIELD;
ALL125;S2;G05;E;L1;Tuesday;16:30;17:30;HB 4-15;HATFIELD;
ALL125;S2;G05;E;L2;Friday;07:30;08:30;HB 4-15;HATFIELD;
ALL126;S2;G01;E;L1;Monday;11:30;12:30;HB 3-23;HATFIELD;
ALL126;S2;G01;E;L2;Friday;12:30;13:30;HB 3-23;HATFIELD;
ALL126;S2;G02;E;L1;Monday;11:30;12:30;HB 4-9;HATFIELD;
ALL126;S2;G02;E;L2;Friday;12:30;13:30;HB 4-9;HATFIELD;
ALL126;S2;G03;E;L1;Monday;11:30;12:30;HB 4-6;HATFIELD;
ALL126;S2;G03;E;L2;Friday;12:30;13:30;HB 4-6;HATFIELD;
ALL126;S2;G04;E;L1;Tuesday;15:30;16:30;HB 3-23;HATFIELD;
ALL126;S2;G04;E;L2;Friday;09:30;10:30;HB 3-23;HATFIELD;
ALL126;S2;G05;E;L1;Tuesday;15:30;16:30;HB 4-8;HATFIELD;
ALL126;S2;G05;E;L2;Friday;09:30;10:30;HB 4-8;HATFIELD;
ALL126;S2;G06;E;L1;Tuesday;15:30;16:30;HB 4-9;HATFIELD;
ALL126;S2;G06;E;L2;Friday;09:30;10:30;HB 4-12;HATFIELD;
AMR410;S1;G01;E;L1;Friday;10:30;12:30;Consult Department;HATFIELD;
ANA121;S2;G01;E;L1;Monday;07:30;08:30;IT 4-2;HATFIELD;
ANA121;S2;P01;E;P1;Tuesday;10:30;13:30;NS1 2-2.6;HATFIELD;
ANA122;S2;G01;E;L1;Tuesday;09:30;10:30;IT 4-2;HATFIELD;
ANA122;S2;P01;E;P1;Tuesday;10:30;13:30;NS1 2-2.6;HATFIELD;
ANA126;S2;G01;E;L1;Thursday;14:30;15:30;IT 4-2;HATFIELD;
ANA126;S2;P01;E;P1;Wednesday;10:30;13:30;NS1 2-2.6;HATFIELD;
ANA214;S1;G01;E;L1;Tuesday;10:30;12:30;HB 3-23;HATFIELD;
ANA214;S1;G01;E;P1;Tuesday;14:30;17:30;Consult Department;HATFIELD;
ANA215;S1;G01;E;L1;Monday;08:30;10:30;HB 3-23;HATFIELD;
ANA215;S1;G01;E;P1;Monday;13:30;16:30;Consult Department;HATFIELD;
ANA226;S2;G01;E;L1;Monday;09:30;11:30;HB 4-8;HATFIELD;
ANA226;S2;G01;E;P1;Thursday;10:30;13:30;Consult Department;HATFIELD;
ANA247;S2;G01;E;L1;Wednesday;09:30;10:30;BMS 3-6;HATFIELD;
ANA247;S2;G01;E;L2;Friday;12:30;13:30;BMS 3-6;HATFIELD;
ANA247;S2;G01;E;P1;Wednesday;10:30;14:30;BMS 5-22;HATFIELD;
ANA247;S2;G01;E;P2;Friday;13:30;16:30;BMS 5-22;HATFIELD;
ANA315;S1;G01;E;L1;Wednesday;09:30;10:30;NS1 2-2.6;HATFIELD;
ANA315;S1;G01;E;L2;Thursday;10:30;11:30;NS1 2-2.6;HATFIELD;
ANA315;S1;G01;E;P1;Thursday;11:30;14:30;NS1 2-2.6;HATFIELD;
ANA316;S1;G01;E;L1;Thursday;08:30;10:30;HB 4-8;HATFIELD;
ANA316;S1;G01;E;P1;Friday;10:30;13:30;HB 4-7;HATFIELD;
ANA324;S2;G01;E;L1;Wednesday;07:30;09:30;HB 3-14;HATFIELD;
ANA324;S2;G01;E;P1;Wednesday;10:30;13:30;HB 3-14;HATFIELD;
ANA347;S2;G01;E;L1;Monday;11:30;13:30;Consult Department;HATFIELD;
ANA347;S2;G01;E;P1;Monday;13:30;17:30;Consult Department;HATFIELD;
ANA347;S2;G01;E;P2;Friday;10:30;13:30;Consult Department;HATFIELD;
APL110;S1;G01;E;L1;Monday;11:30;12:30;Roos hall;HATFIELD;
APL110;S1;G01;E;L2;Friday;12:30;13:30;Roos hall;HATFIELD;
APL110;S1;T01;E;T1;Wednesday;09:30;10:30;IT 2-24;HATFIELD;
APL110;S1;T02;E;T1;Wednesday;09:30;10:30;HB 4-8;HATFIELD;
APL110;S1;T03;E;T1;Thursday;09:30;10:30;HB 4-15;HATFIELD;
APL110;S1;T04;E;T1;Friday;10:30;11:30;HB 4-6;HATFIELD;
APL110;S1;T05;E;T1;Wednesday;09:30;10:30;HB 4-6;HATFIELD;
APL110;S1;T06;E;T1;Thursday;09:30;10:30;HB 4-7;HATFIELD;
APL110;S1;T07;E;T1;Friday;10:30;11:30;HB 4-14;HATFIELD;
APL110;S1;T08;E;T1;Wednesday;09:30;10:30;HB 4-7;HATFIELD;
APL110;S1;T09;E;T1;Wednesday;09:30;10:30;HB 4-9;HATFIELD;
APL110;S1;T10;E;T1;Thursday;09:30;10:30;HB 4-6;HATFIELD;
APL110;S1;T11;E;T1;Thursday;09:30;10:30;HB 4-13;HATFIELD;
APL110;S1;T12;E;T1;Friday;10:30;11:30;HB 4-15;HATFIELD;
APL110;S1;T13;E;T1;Friday;10:30;11:30;HB 3-15;HATFIELD;
APL110;S1;T14;E;T1;Thursday;09:30;10:30;HB 3-23;HATFIELD;
APL110;S1;T15;E;T1;Friday;10:30;11:30;HB 3-23;HATFIELD;
APL120;S2;G01;E;L1;Tuesday;16:30;17:30;Large Chemistry hall;HATFIELD;
APL120;S2;G01;E;L2;Thursday;14:30;15:30;AE du Toit Auditorium;HATFIELD;
APL120;S2;T01;E;T1;Tuesday;13:30;14:30;HB 4-14;HATFIELD;
APL120;S2;T02;E;T1;Tuesday;13:30;14:30;HB 4-15;HATFIELD;
APL120;S2;T03;E;T1;Tuesday;13:30;14:30;HB 4-6;HATFIELD;
APL120;S2;T04;E;T1;Tuesday;13:30;14:30;HB 4-7;HATFIELD;
APL120;S2;T05;E;T1;Tuesday;13:30;14:30;HB 4-8;HATFIELD;
APL120;S2;T06;E;T1;Wednesday;09:30;10:30;HB 4-8;HATFIELD;
APL120;S2;T07;E;T1;Wednesday;09:30;10:30;IT 4-2;HATFIELD;
APL120;S2;T08;E;T1;Wednesday;09:30;10:30;HB 4-15;HATFIELD;
APL120;S2;T09;E;T1;Wednesday;09:30;10:30;HB 4-12;HATFIELD;
APL120;S2;T10;E;T1;Wednesday;09:30;10:30;HB 3-14;HATFIELD;
APL120;S2;T11;E;T1;Friday;08:30;09:30;HB 4-6;HATFIELD;
APL120;S2;T12;E;T1;Friday;08:30;09:30;HB 4-7;HATFIELD;
APL120;S2;T13;E;T1;Friday;08:30;09:30;HB 4-14;HATFIELD;
APL120;S2;T14;E;T1;Friday;08:30;09:30;HB 4-15;HATFIELD;
APL120;S2;T15;E;T1;Friday;08:30;09:30;HB 4-8;HATFIELD;
APL210;S1;G01;E;L1;Monday;07:30;08:30;HB 4-3;HATFIELD;
APL210;S1;G01;E;L2;Friday;10:30;11:30;HB 4-1;HATFIELD;
APL210;S1;T01;E;T1;Monday;10:30;11:30;HB 4-14;HATFIELD;
APL210;S1;T02;E;T1;Tuesday;09:30;10:30;HB 4-15;HATFIELD;
APL210;S1;T03;E;T1;Wednesday;10:30;11:30;HB 3-23;HATFIELD;
APL210;S1;T04;E;T1;Thursday;08:30;09:30;HB 4-14;HATFIELD;
APL210;S1;T05;E;T1;Thursday;10:30;11:30;Theology 1-19;HATFIELD;
APL210;S1;T06;E;T1;Friday;07:30;08:30;HB 3-24;HATFIELD;
APL210;S1;T07;E;T1;Friday;08:30;09:30;HB 3-24;HATFIELD;
APL220;S2;G01;E;L1;Tuesday;10:30;12:30;HB 4-3;HATFIELD;
APL220;S2;T01;E;T1;Wednesday;10:30;11:30;HB 3-24;HATFIELD;
APL220;S2;T01;E;T2;Tuesday;13:30;14:30;HB 3-14;HATFIELD;
APL220;S2;T01;E;T3;Wednesday;09:30;10:30;IT 2-26;HATFIELD;
APL220;S2;T01;E;T4;Thursday;11:30;12:30;HB 4-15;HATFIELD;
APL220;S2;T01;E;T5;Thursday;12:30;13:30;HB 4-14;HATFIELD;
APL220;S2;T01;E;T6;Friday;09:30;10:30;HB 4-5;HATFIELD;
APL220;S2;T01;E;T7;Wednesday;13:30;14:30;HB 4-5;HATFIELD;
APL220;S2;T01;E;T8;Thursday;15:30;16:30;HB 3-24;HATFIELD;
APL310;S1;G01;E;L1;Tuesday;11:30;12:30;HB 3-24;HATFIELD;
APL310;S1;G01;E;L2;Thursday;15:30;16:30;HB 3-24;HATFIELD;
APL310;S1;G01;E;T1;Thursday;16:30;17:30;HB 3-24;HATFIELD;
APL320;S2;G01;E;L1;Tuesday;12:30;13:30;HB 3-24;HATFIELD;
APL320;S2;G01;E;L2;Wednesday;12:30;13:30;HB 3-24;HATFIELD;
APL320;S2;G01;E;T1;Wednesday;13:30;14:30;HB 3-24;HATFIELD;
APS461;S2;G01;E;L1;Monday;13:30;14:30;Agric Science 5-11;HATFIELD;
