Module;Offered;Group;Language;Activity;Day;Start;End;Venue;Campus;Study Prog
PUF110;S1;G01;E;L2;Thursday;12:30;13:30;Centenary 2;HATFIELD;
PUF110;S1;G01;E;L3;Friday;08:30;09:30;Centenary 2;HATFIELD;
PUR420;S2;G01;E;L1;Monday;12:30;14:30;IT 2-25;HATFIELD;
PVK420;S1;G01;E;L1;Monday;10:30;12:30;Agric Annex 2-18;HATFIELD;
PVK420;S1;G01;E;L2;Tuesday;10:30;12:30;Agric Annex 2-18;HATFIELD;
PVK420;S1;G01;E;P1;Tuesday;14:30;17:30;Agric Annex 2-18;HATFIELD;
PVR420;S2;G01;E;L1;Thursday;15:30;17:30;Thuto 1-2;HATFIELD;
REL110;S1;G01;E;L1;Tuesday;12:30;14:30;Theology 1-25;HATFIELD;BDV1 BTH1 DIP1   
REL110;S1;G01;E;T1;Monday;16:30;17:30;Theology 1-25;HATFIELD;BDV1 BTH1 DIP1   
REL110;S1;G51;E;L1;Monday;07:30;09:30;Aldoel Bld 3-25;GROENKLOOF;
REL110;S1;G51;E;T1;Wednesday;12:30;13:30;Aldoel Bld 3-25;GROENKLOOF;
REL120;S2;G01;E;L1;Monday;15:30;16:30;Theology 1-9;HATFIELD;BDV1 BTH1 DIP1   
REL120;S2;G01;E;L2;Thursday;08:30;09:30;Theology 1-9;HATFIELD;
REL120;S2;G01;E;T1;Wednesday;16:30;17:30;Theology 1-9;HATFIELD;BDV1 BTH1 DIP1   
REL120;S2;G51;E;L1;Thursday;15:30;17:30;Aldoel Bld 2-42;GROENKLOOF;
REL120;S2;G51;E;T1;Wednesday;11:30;12:30;Aldoel Bld 2-42;GROENKLOOF;
REL210;S1;G01;E;L1;Monday;15:30;17:30;HB 3-14;HATFIELD;
REL210;S1;G51;E;L1;Wednesday;09:30;11:30;Aldoel Bld 3-25;GROENKLOOF;
REL220;S2;G01;E;L1;Monday;11:30;13:30;HB 3-24;HATFIELD;
REL220;S2;G51;E;L1;Tuesday;07:30;09:30;Aldoel Bld 2-97;GROENKLOOF;
REL221;S2;G01;E;L1;Tuesday;13:30;14:30;HB 1-7;HATFIELD;
REL221;S2;G01;E;L2;Wednesday;11:30;12:30;HB 1-7;HATFIELD;
REL310;S1;G01;E;L1;Monday;15:30;16:30;HB 4-6;HATFIELD;
REL310;S1;G01;E;L2;Wednesday;16:30;17:30;HB 4-6;HATFIELD;
REL310;S1;G51;E;L1;Tuesday;15:30;17:30;Aldoel Bld 2-87/88;GROENKLOOF;
REL320;S2;G01;E;L1;Monday;10:30;11:30;HB 1-7;HATFIELD;
REL320;S2;G01;E;L2;Wednesday;13:30;14:30;HB 1-7;HATFIELD;
REL320;S2;G51;E;L1;Thursday;11:30;13:30;Aldoel Bld 3-25;GROENKLOOF;
REL410;S1;G01;E;L1;Wednesday;14:30;16:30;Theology 1-25;HATFIELD;BDV4   
REL410;S1;G02;A;L1;Wednesday;09:30;11:30;Theology 1-28;HATFIELD;BDV4   
REL420;S2;G01;E;L1;Wednesday;13:30;15:30;Theology 1-25;HATFIELD;BDV4   
REL420;S2;G02;A;L1;Wednesday;10:30;12:30;Theology 1-11;HATFIELD;BDV4   
RES320;S2;G01;E;D1;Friday;15:30;17:30;Centenary 6;HATFIELD;
RES320;S2;G01;E;L1;Thursday;15:30;17:30;Centenary 5;HATFIELD;
RHP320;S2;G01;E;L1;Tuesday;15:30;16:30;AE du Toit Auditorium;HATFIELD;
ROM120;S2;G01;E;L1;Tuesday;07:30;08:30;Roos hall;HATFIELD;
ROM120;S2;G01;E;L2;Thursday;13:30;15:30;Roos hall;HATFIELD;
ROM120;S2;G02;E;L1;Monday;07:30;08:30;Thuto 3-1;HATFIELD;
ROM120;S2;G02;E;L2;Thursday;15:30;17:30;Thuto 3-1;HATFIELD;
RPK210;S1;G01;E;L1;Thursday;15:30;17:30;AE du Toit Auditorium;HATFIELD;
RPK220;S2;G01;E;L1;Thursday;15:30;17:30;AE du Toit Auditorium;HATFIELD;
RPL310;S1;G01;E;L1;Thursday;11:30;12:30;IT 2-24;HATFIELD;
RPL310;S1;G01;E;P1;Wednesday;07:30;09:00;Agric Annex 2-7;HATFIELD;
RPL320;S2;G01;E;L1;Monday;12:30;13:30;Agric Annex 2-7;HATFIELD;
RPL320;S2;G01;E;L2;Wednesday;11:30;12:30;IT 4-2;HATFIELD;
RPL320;S2;G01;E;P1;Tuesday;07:30;09:00;EMS 4-150;HATFIELD;
RPR210;S1;G01;E;L1;Tuesday;16:30;17:30;Thuto 1-2;HATFIELD;
RPR210;S1;G01;E;L2;Wednesday;15:30;16:30;Thuto 1-1;HATFIELD;
RPR210;S1;G02;E;L1;Monday;16:30;17:30;Centenary 5;HATFIELD;
RPR210;S1;G02;E;L2;Wednesday;16:30;17:30;Centenary 5;HATFIELD;
RPR410;S2;G01;E;L1;Monday;14:30;16:30;Law building 1-31;HATFIELD;
RRP100;Y;G01;E;L1;Thursday;07:30;09:30;Centenary 6;HATFIELD;
RRP100;Y;G01;E;T1;Tuesday;13:30;14:30;vd Bijl hall;HATFIELD;
RRP100;Y;G02;E;L1;Thursday;11:30;13:30;HB 4-2;HATFIELD;
RRP100;Y;G02;E;T1;Tuesday;12:30;13:30;vd Bijl hall;HATFIELD;
RRP200;Y;G01;E;L1;Monday;08:30;09:30;Centenary 2;HATFIELD;
RRP200;Y;G01;E;L2;Wednesday;10:30;11:30;Centenary 5;HATFIELD;
RRP200;Y;G01;E;L3;Thursday;08:30;09:30;EMS 4-152;HATFIELD;
RRP200;Y;G02;E;L1;Monday;11:30;12:30;Centenary 4;HATFIELD;
RRP200;Y;G02;E;L2;Wednesday;09:30;10:30;Centenary 5;HATFIELD;
RRP200;Y;G02;E;L3;Thursday;11:30;12:30;Centenary 3;HATFIELD;
RSM120;S2;G01;E;L1;Wednesday;11:30;13:30;HB 4-3;HATFIELD;DIP1   
RSM121;S2;G01;E;L1;Wednesday;11:30;13:30;HB 4-3;HATFIELD;BTH1   
RSM122;S2;G01;E;L1;Wednesday;11:30;13:30;HB 4-3;HATFIELD;BDV1   
RSM210;S1;G01;E;L1;Friday;10:30;12:30;Theology 2-1;HATFIELD;DIP2   
RSM211;S1;G01;E;L1;Friday;10:30;12:30;Theology 2-1;HATFIELD;BTH2   
RSM212;S1;G01;E;L1;Friday;10:30;12:30;Theology 2-1;HATFIELD;BDV2   
RSM220;S2;G01;E;L1;Thursday;08:30;10:30;Theology 2-1;HATFIELD;DIP2   
RSM221;S2;G01;E;L1;Thursday;08:30;10:30;Theology 2-1;HATFIELD;BTH2   
RSM222;S2;G01;E;L1;Thursday;08:30;10:30;Theology 2-1;HATFIELD;BDV2   
RSM310;S1;G01;E;L1;Thursday;12:30;14:30;Theology 2-1;HATFIELD;BDV3   
RSM311;S1;G01;E;L1;Thursday;12:30;14:30;Theology 2-1;HATFIELD;BTH3   
RSM312;S1;G01;E;L1;Thursday;12:30;14:30;Theology 2-1;HATFIELD;BDV3   
RSM312;S1;G02;A;L1;Wednesday;13:30;15:30;Theology 2-38;HATFIELD;BDV3   
RSM320;S2;G01;E;L1;Tuesday;09:30;11:30;Theology 2-1;HATFIELD;DIP3   
RSM321;S2;G01;E;L1;Tuesday;09:30;11:30;Theology 2-1;HATFIELD;BTH3   
RSM322;S2;G01;E;L1;Tuesday;09:30;11:30;Theology 2-1;HATFIELD;BDV3   
RSM322;S2;G02;A;L1;Monday;13:30;15:30;Theology 2-38;HATFIELD;BDV3   
RSM422;S2;G01;E;L1;Wednesday;10:30;12:30;Theology 1-9;HATFIELD;BDV4   
RSM422;S2;G02;A;L1;Thursday;10:30;12:30;Theology 1-11;HATFIELD;BDV4   
RVW210;S1;G01;E;L1;Monday;13:30;14:30;Thuto 1-1;HATFIELD;
RVW210;S1;G01;E;L2;Friday;07:30;08:30;Thuto 1-2;HATFIELD;
RVW210;S1;G02;E;L1;Monday;15:30;16:30;Centenary 1;HATFIELD;
RVW210;S1;G02;E;L2;Thursday;08:30;09:30;South hall;HATFIELD;
SAR310;S1;G01;E;L1;Monday;12:30;14:30;Thuto 3-1;HATFIELD;
SAR310;S1;G01;E;L2;Tuesday;15:30;16:30;Thuto 3-2;HATFIELD;
SAR310;S1;G01;E;L3;Thursday;08:30;09:30;Thuto 3-2;HATFIELD;
SAR310;S1;G01;E;T1;Friday;08:30;09:30;Consult Department;HATFIELD;
SBM321;S2;G01;E;L1;Monday;13:30;15:30;Eng III - 4;HATFIELD;S3   
SBM321;S2;G01;E;L2;Wednesday;10:30;11:30;Eng III - 4;HATFIELD;
SBM321;S2;G01;E;P1;Thursday;08:30;10:30;Eng III - 3;HATFIELD;S3   
SBM321;S2;G01;E;T1;Thursday;10:30;14:30;Consult Department;HATFIELD;S3   
SBT111;S1;G01;E;L1;Thursday;09:30;12:30;Agric Annex 2-18;HATFIELD;
SBT122;S2;G01;E;L1;Wednesday;07:30;10:30;Agric Annex 2-7;HATFIELD;
SBT211;S1;G01;E;L1;Tuesday;10:30;13:30;Agric Annex 2-7;HATFIELD;
SBT222;S2;G01;E;L1;Tuesday;11:30;14:30;Agric Annex 2-7;HATFIELD;
SBT311;S1;G01;E;L1;Friday;10:30;13:30;Agric Annex 2-18;HATFIELD;
SBT311;S1;G01;E;L1;Friday;10:30;13:30;Agric Annex 2-7;HATFIELD;
SBT322;S2;G01;E;L1;Friday;10:30;13:30;Agric Annex 2-7;HATFIELD;
SBT322;S2;G01;E;L1;Friday;10:30;13:30;Agric Annex 2-9;HATFIELD;
SBZ321;S1;G01;E;L1;Monday;11:30;13:30;Eng III - 2;HATFIELD;s3
SBZ321;S1;G01;E;P1;Monday;13:30;16:30;Eng III - 7;HATFIELD;s3
SBZ321;S1;G01;E;T1;Wednesday;09:30;10:30;Eng III - 3;HATFIELD;s3
SBZ420;S2;G01;E;L1;Tuesday;10:30;12:30;Eng III - 2;HATFIELD;S4   
SBZ420;S2;G01;E;L2;Wednesday;10:30;12:30;Eng III - 2;HATFIELD;
SBZ420;S2;G01;E;P1;Thursday;08:30;09:30;Eng III - 2;HATFIELD;S4   
SBZ420;S2;G01;E;T1;Thursday;09:30;10:30;Eng III - 2;HATFIELD;S4   
SCA420;S2;G01;E;L1;Tuesday;12:30;15:30;Eng III - 3;HATFIELD;S4   
SCA420;S2;G01;E;P1;Wednesday;12:30;14:30;Eng III - 3;HATFIELD;S4   
SCA420;S2;G01;E;T1;Thursday;10:30;12:30;Eng III - 3;HATFIELD;S4   
SCI154;S1;G01;E;L1;Monday;14:30;16:30;IT 4-4;HATFIELD;
SCI154;S1;G01;E;L2;Tuesday;15:30;17:30;IT 4-4;HATFIELD;
SCL420;S2;G01;E;L1;Friday;10:30;12:30;HB 3-24;HATFIELD;
SDO420;S2;G01;E;L1;Monday;07:30;09:30;Eng III - 5;HATFIELD;S4   
SDO420;S2;G01;E;L2;Wednesday;14:30;15:30;Eng III - 5;HATFIELD;
SDO420;S2;G01;E;L3;Friday;07:30;09:30;Eng III - 5;HATFIELD;
SDO420;S2;G01;E;P1;Thursday;12:30;13:30;Eng I 1-4;HATFIELD;S4   
SDO420;S2;G01;E;T1;Thursday;13:30;14:30;Eng I 1-4;HATFIELD;S4   
SEP110;S1;G01;E;L1;Monday;13:30;14:30;HB 4-13;HATFIELD;
SEP110;S1;G01;E;L2;Wednesday;12:30;13:30;HB 3-24;HATFIELD;
SEP110;S1;G51;E;L1;Monday;16:30;17:30;Aldoel Bld 3-22;GROENKLOOF;
SEP110;S1;G51;E;L2;Wednesday;15:30;16:30;Aldoel Bld 3-22;GROENKLOOF;
SEP111;S1;G01;E;L1;Tuesday;11:30;12:30;HB 4-5;HATFIELD;
SEP111;S1;G01;E;L2;Friday;13:30;14:30;HB 3-14;HATFIELD;
SEP111;S1;G51;E;L1;Wednesday;14:30;15:30;Aldoel 2;GROENKLOOF;
SEP111;S1;G51;E;L2;Friday;10:30;11:30;Aldoel 3;GROENKLOOF;
SEP120;S2;G01;E;L1;Monday;15:30;16:30;HB 3-24;HATFIELD;
SEP120;S2;G01;E;L2;Thursday;13:30;14:30;HB 4-6;HATFIELD;
SEP120;S2;G51;E;L1;Tuesday;12:30;13:30;Aldoel Bld 3-27;GROENKLOOF;
SEP120;S2;G51;E;L2;Thursday;08:30;09:30;Aldoel Bld 3-27;GROENKLOOF;
SEP210;S1;G01;E;L1;Monday;09:30;10:30;HB 1-12;HATFIELD;
SEP210;S1;G01;E;L2;Tuesday;09:30;10:30;HB 1-12;HATFIELD;
SEP210;S1;G01;E;T1;Thursday;15:30;16:30;HB 1-12;HATFIELD;
SEP210;S1;G51;E;L1;Monday;12:30;13:30;Aldoel Bld 3-25;GROENKLOOF;
SEP210;S1;G51;E;L2;Wednesday;13:30;14:30;Aldoel Bld 3-25;GROENKLOOF;
SEP210;S1;G51;E;T1;Thursday;07:30;08:30;Aldoel Bld 3-25;GROENKLOOF;
SEP211;S1;G01;E;L1;Tuesday;10:30;11:30;HB 4-8;HATFIELD;
SEP211;S1;G01;E;L2;Thursday;10:30;11:30;HB 4-8;HATFIELD;
SEP211;S1;G51;E;L1;Monday;15:30;16:30;Lecture Theatre L5;GROENKLOOF;
SEP211;S1;G51;E;L2;Wednesday;11:30;12:30;Lecture Theatre L5;GROENKLOOF;
SEP220;S2;G01;E;L1;Monday;11:30;12:30;HB 1-6;HATFIELD;
SEP220;S2;G01;E;L2;Wednesday;11:30;12:30;HB 1-6;HATFIELD;
SEP220;S2;G01;E;T1;Friday;12:30;13:30;HB 1-6;HATFIELD;
SEP220;S2;G51;E;L1;Tuesday;15:30;16:30;Aldoel Bld 2-97;GROENKLOOF;
SEP220;S2;G51;E;L2;Wednesday;15:30;16:30;Aldoel Bld 2-97;GROENKLOOF;
SEP220;S2;G51;E;T1;Friday;09:30;10:30;Aldoel Bld 2-97;GROENKLOOF;
SEP310;S1;G01;E;D1;Tuesday;12:30;13:30;HB 4-5;HATFIELD;
SEP310;S1;G01;E;L1;Monday;08:30;09:30;HB 4-5;HATFIELD;
SEP310;S1;G01;E;L2;Wednesday;10:30;11:30;HB 4-5;HATFIELD;
SEP310;S1;G51;E;D1;Monday;11:30;12:30;Aldoel Bld 3-22;GROENKLOOF;
SEP310;S1;G51;E;L1;Thursday;13:30;15:30;Aldoel Bld 3-22;GROENKLOOF;
SEV421;S2;G01;E;L1;Monday;11:30;13:30;Eng II 3-40;HATFIELD;S4   
SEV421;S2;G01;E;L2;Tuesday;08:30;10:30;Eng II 3-40;HATFIELD;
SEV421;S2;G01;E;P1;Wednesday;08:30;09:30;Eng II 3-40;HATFIELD;S4   
SEV421;S2;G01;E;T1;Wednesday;09:30;10:30;Eng II 3-40;HATFIELD;S4   
SGM221;S2;G01;E;L1;Monday;10:30;12:30;Eng I 1-1;HATFIELD;s3
SGM221;S2;G01;E;L2;Wednesday;13:30;14:30;Eng I 1-4;HATFIELD;S2   
SGM221;S2;G01;E;P1;Wednesday;14:30;15:30;Eng I 1-4;HATFIELD;s3
SGM221;S2;G01;E;T1;Wednesday;15:30;16:30;Eng I 1-4;HATFIELD;s3
SGM311;S1;G01;E;L1;Tuesday;13:30;14:30;Eng III - 2;HATFIELD;S3   
SGM311;S1;G01;E;L2;Wednesday;13:30;15:30;Eng III - 2;HATFIELD;
SGM311;S1;G01;E;P1;Friday;13:30;14:30;Eng II 4-38;HATFIELD;S3   
SGM311;S1;G01;E;T1;Wednesday;10:30;12:30;AE Annex;HATFIELD;S3   
SGM323;S2;G01;E;D1;Tuesday;07:30;08:30;Muller hall;HATFIELD;S3   
SGM323;S2;G01;E;D2;Wednesday;12:30;13:30;AE Annex;HATFIELD;
SGM323;S2;G01;E;L1;Tuesday;12:30;13:30;Muller hall;HATFIELD;S3   
SGM323;S2;G01;E;L2;Wednesday;11:30;12:30;AE Annex;HATFIELD;
SGM323;S2;G01;E;L3;Friday;09:30;10:30;Muller hall;HATFIELD;
SGM323;S2;G01;E;P1;Friday;10:30;11:30;Muller hall;HATFIELD;S3   
SGR410;S1;G01;E;L1;Tuesday;09:30;11:30;HB 3-24;HATFIELD;
SHC310;S1;G01;E;L1;Monday;10:30;11:30;Te Water hall;HATFIELD;S3   
SHC310;S1;G01;E;L2;Tuesday;10:30;12:30;Louw hall;HATFIELD;
SHC310;S1;G01;E;L3;Wednesday;12:30;13:30;AE Annex;HATFIELD;
SHC310;S1;G01;E;P1;Friday;14:30;15:30;AE Annex;HATFIELD;S3   
SHC310;S1;G01;E;P1;Friday;14:30;15:30;Eng NS2 Comp Lab 1;HATFIELD;
SHC310;S1;G01;E;P1;Friday;14:30;15:30;Eng NS2 Comp Lab 2;HATFIELD;
SHC310;S1;G01;E;P1;Friday;14:30;15:30;Eng NS2 Comp Lab 3;HATFIELD;
SHC310;S1;G01;E;P1;Friday;14:30;15:30;Eng NS2 Comp Lab 4;HATFIELD;
SHC310;S1;G01;E;T1;Friday;15:30;16:30;AE Annex;HATFIELD;S3   
SHC310;S1;G01;E;T1;Friday;15:30;16:30;Eng NS2 Comp Lab 1;HATFIELD;
SHC310;S1;G01;E;T1;Friday;15:30;16:30;Eng NS2 Comp Lab 2;HATFIELD;
SHC310;S1;G01;E;T1;Friday;15:30;16:30;Eng NS2 Comp Lab 3;HATFIELD;
SHC310;S1;G01;E;T1;Friday;15:30;16:30;Eng NS2 Comp Lab 4;HATFIELD;
SHC321;S2;G01;E;L1;Monday;11:30;13:30;AE Annex;HATFIELD;S3   
SHC321;S2;G01;E;L2;Friday;11:30;13:30;HB 4-3;HATFIELD;
SHC321;S2;G01;E;P1;Wednesday;07:30;08:30;Eng NS2 Comp Lab 1;HATFIELD;S3   
SHC321;S2;G01;E;P1;Wednesday;07:30;08:30;Eng NS2 Comp Lab 2;HATFIELD;
SHC321;S2;G01;E;P1;Wednesday;07:30;08:30;Eng NS2 Comp Lab 3;HATFIELD;
SHC321;S2;G01;E;P1;Wednesday;07:30;08:30;Eng NS2 Comp Lab 4;HATFIELD;
SHC321;S2;G01;E;P1;Wednesday;07:30;08:30;Muller hall;HATFIELD;
SHC321;S2;G01;E;T1;Wednesday;08:30;09:30;Eng NS2 Comp Lab 1;HATFIELD;S3   
SHC321;S2;G01;E;T1;Wednesday;08:30;09:30;Eng NS2 Comp Lab 2;HATFIELD;
SHC321;S2;G01;E;T1;Wednesday;08:30;09:30;Eng NS2 Comp Lab 3;HATFIELD;
SHC321;S2;G01;E;T1;Wednesday;08:30;09:30;Eng NS2 Comp Lab 4;HATFIELD;
SHC321;S2;G01;E;T1;Wednesday;08:30;09:30;Muller hall;HATFIELD;
SHC410;S1;G01;E;L1;Monday;12:30;13:30;Eng III - 4;HATFIELD;S4   
SHC410;S1;G01;E;L2;Tuesday;08:30;09:30;Eng III - 5;HATFIELD;
SHC410;S1;G01;E;L3;Friday;11:30;13:30;AE Annex;HATFIELD;
SHC410;S1;G01;E;P1;Tuesday;07:30;08:30;Eng NS2 Comp Lab 1;HATFIELD;S4   
SHC410;S1;G01;E;P1;Tuesday;07:30;08:30;Eng NS2 Comp Lab 2;HATFIELD;
SHC410;S1;G01;E;P1;Tuesday;07:30;08:30;Eng NS2 Comp Lab 3;HATFIELD;
SHC410;S1;G01;E;P1;Tuesday;07:30;08:30;Eng NS2 Comp Lab 4;HATFIELD;
SHC410;S1;G01;E;T1;Monday;13:30;14:30;Eng III - 4;HATFIELD;S4   
SHT110;S1;G01;E;L1;Monday;13:30;15:30;Muller hall;HATFIELD;DIP1   
SHT111;S1;G01;E;L1;Monday;13:30;15:30;Muller hall;HATFIELD;BTH1   
SHT112;S1;G01;E;L1;Monday;13:30;15:30;Muller hall;HATFIELD;BDV1   
SHT120;S2;G01;E;L1;Wednesday;09:30;11:30;Theology 1-25;HATFIELD;DIP1   
SHT121;S2;G01;E;L1;Wednesday;09:30;11:30;Theology 1-25;HATFIELD;BTH1   
SHT122;S2;G01;E;L1;Wednesday;09:30;11:30;Theology 1-25;HATFIELD;BDV1   
SHT210;S1;G01;E;L1;Friday;07:30;09:30;Theology 2-1;HATFIELD;DIP2   
SHT211;S1;G01;E;L1;Friday;07:30;09:30;Theology 2-1;HATFIELD;BTH2   
SHT212;S1;G01;E;L1;Friday;07:30;09:30;Theology 2-1;HATFIELD;BDV2   
SHT220;S2;G01;E;L1;Tuesday;14:30;16:30;Theology 2-1;HATFIELD;DIP2   
SHT221;S2;G01;E;L1;Tuesday;14:30;16:30;Theology 2-1;HATFIELD;BTH2   
SHT222;S2;G01;E;L1;Tuesday;14:30;16:30;Theology 2-1;HATFIELD;BDV2   
SHT223;S2;G01;E;L1;Friday;08:30;10:30;Theology 2-1;HATFIELD;DIP2   
SHT224;S2;G01;E;L1;Friday;08:30;10:30;Theology 2-1;HATFIELD;BTH2   
SHT225;S2;G01;E;L1;Friday;08:30;10:30;Theology 2-1;HATFIELD;BDV2   
SHT310;S1;G01;E;L1;Tuesday;07:30;09:30;Theology 1-9;HATFIELD;DIP3   
SHT311;S1;G01;E;L1;Tuesday;07:30;09:30;Theology 1-9;HATFIELD;BTH3   
SHT312;S1;G01;E;L1;Tuesday;07:30;09:30;Theology 1-9;HATFIELD;BDV3   
SHT312;S1;G02;A;L1;Monday;08:30;10:30;Theology 2-28;HATFIELD;BDV3   
SHT313;S1;G01;E;L1;Thursday;08:30;10:30;Theology 1-9;HATFIELD;DIP3   
SHT314;S1;G01;E;L1;Thursday;08:30;10:30;Theology 1-9;HATFIELD;BTH3   
SHT315;S1;G01;A;L1;Wednesday;07:30;09:30;Theology 1-11;HATFIELD;BDV3   
SHT315;S1;G01;A;L1;Thursday;08:30;10:30;Theology 1-9;HATFIELD;
SHT320;S2;G01;E;L1;Monday;11:30;13:30;Theology 1-19;HATFIELD;DIP3   
SHT321;S2;G01;E;L1;Monday;11:30;13:30;Theology 1-19;HATFIELD;BTH3   
SHT322;S2;G01;E;L1;Monday;11:30;13:30;Theology 1-19;HATFIELD;BDV3   
SHT322;S2;G02;A;L1;Tuesday;11:30;13:30;Theology 2-28;HATFIELD;BDV3   
SHT412;S1;G01;E;L1;Thursday;12:30;14:30;Theology 1-9;HATFIELD;BDV4   
SHT412;S1;G02;A;L1;Thursday;10:30;12:30;Theology 1-11;HATFIELD;BDV4   
SIB310;S1;G01;E;L1;Tuesday;08:30;09:30;Eng I 1-4;HATFIELD;S3   
SIB310;S1;G01;E;L2;Thursday;12:30;13:30;Eng I 1-4;HATFIELD;
SIB310;S1;G01;E;T1;Wednesday;15:30;16:30;Eng I 1-4;HATFIELD;S3   
SIE310;S1;G01;E;L1;Monday;08:30;10:30;Eng III - 3;HATFIELD;S3   
SIE310;S1;G01;E;O1;Tuesday;15:30;17:30;Eng NS2 Comp Lab 1;HATFIELD;S3   
SIE310;S1;G01;E;O1;Tuesday;15:30;17:30;Eng NS2 Comp Lab 2;HATFIELD;
SIE310;S1;G02;E;O1;Thursday;09:30;11:30;Eng NS2 Comp Lab 1;HATFIELD;S3   
SIE310;S1;G02;E;O1;Thursday;09:30;11:30;Eng NS2 Comp Lab 2;HATFIELD;
SIN223;S2;G01;E;L1;Monday;12:30;13:30;Eng I 1-4;HATFIELD;s3
SIN223;S2;G01;E;L2;Tuesday;10:30;11:30;Eng I 1-4;HATFIELD;S2   
SIN223;S2;G01;E;L3;Thursday;10:30;11:30;Eng I 1-4;HATFIELD;
SIN223;S2;G01;E;O1;Thursday;11:30;12:30;Eng I 1-4;HATFIELD;s3
SIN223;S2;G01;E;P1;Tuesday;11:30;12:30;Eng I 1-4;HATFIELD;s3
SIN223;S2;G01;E;P2;Wednesday;10:30;11:30;Eng I 1-4;HATFIELD;S2   
SIN311;S1;G01;E;L1;Tuesday;09:30;10:30;Eng II 3-40;HATFIELD;S3   
SIN311;S1;G01;E;L2;Thursday;11:30;12:30;Eng II 3-40;HATFIELD;
SIN311;S1;G01;E;P1;Friday;12:30;13:30;Eng III - 5;HATFIELD;S3   
SIN311;S1;G01;E;T1;Friday;11:30;12:30;Eng III - 5;HATFIELD;S3   
SIN323;S2;G01;E;L1;Tuesday;08:30;09:30;Eng III - 3;HATFIELD;S3   
SIN323;S2;G01;E;L2;Wednesday;09:30;10:30;Eng III - 3;HATFIELD;
SIN323;S2;G01;E;P1;Wednesday;13:30;14:30;Eng II 3-40;HATFIELD;S3   
SIN323;S2;G01;E;T1;Tuesday;09:30;10:30;Eng III - 3;HATFIELD;S3   
SIN324;S2;G01;E;L1;Monday;10:30;11:30;Eng III - 2;HATFIELD;S3   
SIN324;S2;G01;E;L2;Tuesday;13:30;14:30;Eng III - 2;HATFIELD;
SIN324;S2;G01;E;P1;Wednesday;14:30;15:30;Eng III - 2;HATFIELD;S3   
SIN324;S2;G01;E;T1;Tuesday;14:30;15:30;Eng III - 2;HATFIELD;S3   
SIN411;S1;G01;E;L1;Monday;10:30;12:30;Eng III - 5;HATFIELD;S4   
SIN411;S1;G01;E;P1;Friday;07:30;08:30;Eng III - 5;HATFIELD;S4   
SIN411;S1;G01;E;T1;Friday;08:30;09:30;Eng III - 5;HATFIELD;S4   
SIN413;S1;G01;E;L1;Monday;14:30;16:30;AE Annex;HATFIELD;S4   
SIN413;S1;G01;E;P1;Tuesday;09:30;10:30;Eng III - 5;HATFIELD;S4   
SIN413;S1;G01;E;T1;Tuesday;10:30;11:30;Eng III - 5;HATFIELD;S4   
SIP412;S1;G01;E;L1;Wednesday;11:30;13:30;AE du Toit Auditorium;HATFIELD;
SIP421;S2;G01;E;L1;Friday;12:30;14:30;Large Chemistry hall;HATFIELD;
SJJ310;S1;G01;E;L1;Wednesday;07:30;09:30;Eng II 2-37;HATFIELD;s3
SJJ310;S1;G01;E;O1;Tuesday;12:30;13:30;Eng II 4-38;HATFIELD;s3
SJJ310;S1;G01;E;O2;Thursday;13:30;14:30;Eng II 4-38;HATFIELD;S3   
SLK110;S1;G01;E;L1;Tuesday;08:30;09:30;Thuto 3-1;HATFIELD;
SLK110;S1;G01;E;L2;Thursday;08:30;09:30;Large Chemistry hall;HATFIELD;
SLK110;S1;G02;E;L1;Monday;14:30;15:30;Roos hall;HATFIELD;
SLK110;S1;G02;E;L2;Tuesday;11:30;12:30;Roos hall;HATFIELD;
SLK110;S1;G03;E;L1;Tuesday;14:30;15:30;Thuto 3-1;HATFIELD;
SLK110;S1;G03;E;L2;Wednesday;15:30;16:30;Thuto 1-2;HATFIELD;
SLK110;S1;G51;E;L1;Thursday;15:30;16:30;Lecture Theatre L4;GROENKLOOF;
SLK110;S1;G51;E;L2;Friday;07:30;08:30;Lecture Theatre L4;GROENKLOOF;
SLK110;S1;G51;E;T1;Tuesday;16:30;17:30;Lecture Theatre L1;GROENKLOOF;
SLK110;S1;G51;E;T2;Friday;15:30;16:30;Lecture Theatre L1;GROENKLOOF;
SLK120;S2;G01;E;L1;Monday;14:30;15:30;HB 4-2;HATFIELD;
SLK120;S2;G01;E;L1;Monday;14:30;15:30;Thuto 3-2;HATFIELD;
SLK120;S2;G01;E;L2;Tuesday;11:30;12:30;HB 4-2;HATFIELD;
SLK120;S2;G01;E;L2;Tuesday;11:30;12:30;Thuto 1-2;HATFIELD;
SLK120;S2;G02;E;L1;Tuesday;14:30;15:30;Roos hall;HATFIELD;
SLK120;S2;G02;E;L2;Wednesday;15:30;16:30;Roos hall;HATFIELD;
SLK120;S2;G52;E;L1;Monday;10:30;11:30;Aldoel 1;GROENKLOOF;
SLK120;S2;G52;E;L2;Thursday;08:30;09:30;Aldoel 1;GROENKLOOF;
SLK210;S1;G01;E;L1;Monday;14:30;15:30;AE du Toit Auditorium;HATFIELD;
SLK210;S1;G01;E;L2;Wednesday;14:30;15:30;AE du Toit Auditorium;HATFIELD;
SLK210;S1;G02;E;L1;Tuesday;14:30;15:30;Thuto 3-2;HATFIELD;
